Employee ID,Basic Salary,Tax,Bonus,Travel Allowance,Others
1882,68433,7677,5688,3524,2392
740,110082,5293,12181,7735,1397
4854,43024,24580,2924,1130,2238
3067,59088,22955,6751,4016,1468
3844,52828,27950,13901,2186,3502
798,119313,17454,6614,5294,3660
3211,66967,21652,5634,9135,4606
1587,103948,20553,5356,5834,3598
3731,79485,28457,4644,8215,3003
1778,72440,24726,4207,8989,1970
2532,118797,10177,3656,5198,3999
2435,95578,5879,10876,1005,4252
3918,77313,21442,2250,1710,4130
4554,47349,15689,11004,9203,3138
2470,30215,8891,11034,3150,3061
2280,41427,21600,1227,7842,4994
1368,50704,10700,4898,5522,4103
2768,60432,12649,11497,6808,886
1398,32705,27630,14725,5950,4173
155,111598,17804,3873,4282,637
3187,71732,29362,12483,8892,4251
1116,50495,15503,10451,6553,3200
3666,61233,11384,6139,4604,799
3597,103658,26340,7567,8154,531
1115,103785,22117,7556,8139,3004
700,59656,27334,4460,4982,1041
4201,34946,10348,11584,1177,3956
596,60207,10571,11889,5513,3903
1014,107417,12074,3514,9745,2591
540,34743,15694,5284,8774,1046
12,48227,17831,14928,1241,1483
1944,79612,20200,12631,9028,4640
4460,104696,23805,6504,8395,879
662,62068,24761,7062,2300,996
4634,43521,29949,4169,8923,2415
4410,82967,20546,7413,8478,2685
1423,37292,12104,1664,4395,684
1246,37629,21348,6337,2070,988
580,30289,28167,13308,5917,2565
262,45791,21495,2183,7673,2220
496,72080,15732,14803,7643,670
4226,94407,29869,13716,5287,899
4888,118312,7469,7739,7237,4092
2137,62246,23582,3632,6026,4152
630,55308,26677,4065,4805,738
506,49960,16460,2889,3214,1840
207,110986,20614,14278,9121,4915
3432,99318,28965,12310,9248,4121
3131,69683,29743,13510,7149,3069
1855,75631,16345,1959,1237,3075
1661,34937,5069,9349,1732,1848
2582,106519,10956,3007,7163,2589
4980,40230,19761,14088,4889,733
285,61994,14617,1721,3824,1055
719,41710,11074,8700,2227,2984
3989,115978,7572,8518,7519,2454
502,91779,6654,2254,3454,4233
258,74477,23643,3345,7223,3775
4906,61881,21485,5540,1767,1302
2598,114076,27292,1104,9168,1496
1923,93904,14923,2661,3424,1345
1240,77529,10708,14170,7183,1819
3295,88411,6361,6418,4424,4617
3014,34437,29908,2091,5548,2210
4618,99456,17516,9729,8590,741
888,44713,24644,11912,1713,3390
3455,96663,22506,6739,1085,3125
745,85753,6957,14088,2578,3998
3437,104718,15151,7960,7379,952
1705,115406,18241,10256,3016,2129
211,94388,28082,2571,6701,2760
4065,67495,26369,4015,4714,3812
1957,72385,28163,8006,3408,1058
2527,35509,18331,4446,7318,3215
1703,101017,22314,2429,7971,1568
4215,56033,29886,14819,3851,3254
486,66222,7889,1241,2397,1760
2157,80203,27343,8086,5156,3270
2502,119194,20015,10554,4241,949
3311,60487,18869,3067,2530,4139
4608,93428,12139,11070,1774,2413
1067,49641,6758,8831,3461,3297
4228,94657,13081,8338,8985,3045
1816,34867,9341,12080,9307,3754
2799,104599,13146,7887,8342,4995
3630,85984,5471,6135,6247,3961
4057,112047,25801,8450,8656,1959
198,54681,8180,1300,2349,1420
3372,77455,15552,13452,3745,3718
4316,91138,12816,3828,3847,956
4964,51984,22528,12954,9014,2384
1316,94321,21482,6377,1626,1144
2573,74554,25033,6707,6585,2829
4863,111774,5493,12880,6961,2710
1182,38182,7157,3400,8591,4756
3342,39192,9579,4158,8130,4850
257,107159,23561,8994,9428,1593
2749,70256,14615,2020,4057,2959
2563,108207,18127,2549,6867,3261
1668,35097,13697,12110,6936,2542
2649,66880,28296,8965,8205,535
637,97407,17497,7902,7007,969
2823,47473,13552,1877,3006,808
8,108709,13345,8009,3203,3768
1580,59808,29491,4080,7783,980
135,46003,21004,4534,4197,1288
3832,101071,21916,12799,6666,790
4926,77004,27050,8791,8406,929
4121,57708,20719,10512,3508,1097
2513,67307,15203,6336,2718,2057
4470,106258,7357,4103,3593,1172
2244,98851,15975,13718,2472,3354
2170,83044,28163,3836,1698,2078
4868,73524,19063,7313,8568,1932
4655,96929,6969,14542,7450,540
3958,93804,9971,3117,9328,4979
1233,57668,15539,10326,2225,3433
3373,40937,17628,12352,3702,1814
954,47104,28555,13289,3204,2315
1539,34326,22018,12319,4326,4778
908,99133,7601,3717,3228,2395
1681,67727,22576,9126,5948,1563
1910,70526,20639,7414,4802,3796
4090,119556,27188,8441,4099,637
619,58341,5607,11783,2538,834
2789,90493,11421,9381,5164,4733
1910,99416,10258,11961,9793,3176
2845,95295,8065,12746,5974,2133
4302,108386,12866,4379,7978,2033
4679,51248,12253,13309,1545,1608
697,110679,25710,12749,6932,2086
3405,53057,10570,2569,7203,4361
4304,104017,23421,4925,9375,1612
405,62700,23569,2487,1837,1612
2436,36243,15770,9759,2892,2766
1511,69060,12505,4823,2388,3389
4963,111280,6179,4504,8165,849
2319,54970,26086,3622,2457,4462
4089,30375,28319,6519,3800,2423
2485,51261,15112,7735,4303,542
858,48523,14524,14093,8286,4045
3730,113894,19416,1913,7473,2805
2393,73418,24128,14055,4286,1351
4069,100037,7260,6229,8489,3892
4283,118084,11120,9239,2172,1786
20,73639,8498,9935,2711,2982
2421,52546,24797,6201,6496,4279
3027,76615,10478,11925,9972,3868
67,60571,10798,11864,8487,4190
3134,36345,13097,6397,2028,2616
3558,85282,21589,13668,7545,1548
786,110010,20695,13597,3250,3115
2133,93255,10380,7695,5149,1012
1430,77127,23193,1541,5383,682
1419,68923,13939,5862,8451,2601
3691,118198,18164,10398,4669,1604
1548,45271,15634,9375,9475,659
4272,47762,21302,8721,5677,3957
359,92030,19036,13201,7090,1237
1563,53519,28326,11173,4488,2811
4387,30710,14953,9180,4212,3168
2178,58026,18068,7609,1916,3553
3811,119381,17566,5734,9762,3880
479,34892,23680,14748,3094,3615
648,65995,9928,5689,7269,700
264,47114,26533,10448,5906,1807
3743,118340,25382,11943,7042,2694
2957,68960,10934,5096,9812,3975
1562,86340,22322,12768,9962,4589
1437,47851,26634,8151,7731,2269
2006,64326,17811,5814,5793,3755
3141,73479,9555,4780,1064,3094
908,68025,11538,9474,4698,2438
130,112149,29079,4600,1201,1732
938,53365,11556,7974,5237,1074
3719,101060,23548,10401,4169,581
815,71500,26652,7265,3864,762
3963,98410,27636,1440,7360,4338
3382,88279,11121,4807,6412,3470
15,102493,24257,13926,8675,785
2038,49076,6450,1473,3309,522
3489,41261,10105,8289,7427,4167
707,67992,10636,2857,1101,4490
703,92062,6203,3779,1376,4045
4842,57474,12052,6036,9397,4801
4132,108247,25875,13947,4663,1955
4843,69534,24408,13579,7294,594
2556,40090,27528,5342,2060,3022
4742,93318,23439,11133,6593,636
2987,62771,7191,13475,6563,2537
3940,108292,19610,10738,6124,2749
4952,100295,29216,12547,2562,4170
3339,67401,17574,9748,4195,4669
517,37361,15729,6243,1810,1845
798,81559,14857,8033,9703,3184
485,32567,26112,5342,5412,1499
3675,88440,10690,12669,5398,3737
2712,105713,26208,14648,6431,1524
443,65917,24395,6054,5177,4886
1654,54211,12619,12422,1657,4666
1014,96893,29819,4338,7336,4703
963,118148,13331,8757,1052,3145
573,117535,7448,11018,6110,3596
4454,56150,5724,11390,2108,2333
4717,93507,17451,12548,1986,2750
1831,31605,21487,7294,7026,4134
3843,102820,9047,13267,9047,1998
4902,84127,5062,5219,5736,1068
816,84721,7062,9186,9402,4759
3672,79179,24949,13003,5959,1792
2537,76029,11584,7415,1775,4775
1211,47736,28052,2894,8439,3145
3135,33734,26206,6459,1505,971
555,37531,20847,10944,4298,4121
2793,63186,19646,13946,5188,1031
4921,75077,17264,4801,5425,2489
4063,71220,9833,3655,4001,1108
3766,114027,25030,4518,1260,1582
4303,73944,14982,6681,9901,1474
1265,92876,19291,6076,2951,1474
894,101842,21513,10672,3370,4819
2173,78241,8015,11770,7153,4481
2305,93841,20825,14012,9279,4784
3164,34291,29053,10745,7483,4654
4833,110496,10290,1645,6668,2007
3959,104632,22310,11018,3734,1113
4384,70428,6980,10741,3256,4043
1239,42612,10525,14704,2072,883
1818,87911,6819,2698,4921,911
767,112698,10107,8937,3969,3876
2560,88269,17736,4570,6942,3275
573,118178,16480,13805,4277,2783
4464,57814,9783,4426,4969,1162
2333,86673,7895,12896,8920,4641
2111,109986,23140,12416,2488,4535
4742,107207,23711,13616,8959,721
751,80767,15320,5785,3187,1251
2812,97385,24580,5574,6210,3666
4457,77901,8653,1390,1270,3654
3555,64711,20949,13699,8377,1768
2419,81522,16353,2281,1365,4605
2989,70476,15619,14156,9194,2636
855,42861,18147,1506,4051,2873
2851,54218,11254,2722,1783,2833
3380,97356,9259,1957,5483,714
194,38632,5414,6858,8138,1495
1578,59884,11337,10926,8159,2371
1481,77388,13146,7437,6485,3710
4429,71063,18787,1762,1237,3950
747,96104,20020,6596,8058,2164
4962,30310,15260,6949,2462,1481
3088,64675,24254,11747,2666,901
4741,39899,11252,7262,7296,1111
150,98991,5398,7621,2656,1405
3866,34502,25354,11803,2131,4952
4898,46964,13320,12885,1810,2405
4978,81167,27954,10951,1055,4860
2329,86795,22434,3889,4523,4595
1676,102398,7952,8777,8559,1606
2587,34055,21727,2342,3662,727
2390,48244,14616,6514,4279,2488
674,41876,5603,8215,2533,2678
3702,98827,18606,13272,5011,4507
1361,57807,14782,10828,1933,743
3067,98479,12036,12701,1662,1749
3147,42219,9828,7618,4845,943
3618,81663,27316,8753,4023,1114
3068,56953,25635,9741,6967,4280
2163,85644,11583,3005,9335,1324
1445,53027,7148,7871,8907,4032
4026,48274,11044,3183,7609,1435
2161,78108,22131,11757,7280,2244
3354,104007,8356,9950,9431,4977
4820,63622,10188,1323,3004,3186
1771,100819,27282,8364,7592,1021
4545,59676,5385,11117,6434,2376
1703,46781,20811,9302,5246,4532
195,110963,9233,2823,4396,2705
575,59099,11246,4621,8570,1046
2630,33503,6735,2138,9994,3053
4687,62617,23941,2720,9544,3368
4644,50854,18686,1723,2974,666
389,107599,9822,7631,5561,2569
1753,53543,6178,3412,2063,3435
661,82947,19422,14795,2395,516
2833,63399,5879,1766,2530,3206
4630,111808,22889,14119,1052,3309
297,42984,26712,12573,4151,4850
331,92886,22390,11352,6864,3759
3850,30927,10297,10485,6670,827
4951,93427,8657,11559,3786,3951
1285,111623,26493,5017,2144,2497
1079,89371,15497,5270,3112,845
875,47445,21656,8186,1295,2854
3867,45286,7895,14514,5742,4771
4838,98897,8095,2958,2580,1043
2686,51121,22990,9128,7278,2882
2490,80851,7447,13413,3425,3950
1586,101237,11496,10186,9147,4205
3808,46964,6324,14778,8219,3248
2941,34200,15249,7397,8011,1856
4487,96415,25286,2851,3627,2306
4469,97018,28594,12168,5805,1866
1503,40487,24506,7910,7146,3353
746,37070,26250,4871,8618,685
2613,101988,23113,4223,9701,4705
1509,58020,10354,13202,8935,1266
1771,101516,25969,13486,2891,534
3780,104336,24106,10414,2461,4415
1962,73952,26060,8981,7920,2145
1596,114506,7894,13974,2999,4085
4781,97655,29032,10668,2970,1297
2534,92959,21128,5877,2551,4605
3659,54709,19795,10132,4851,4156
466,98781,6961,12443,1101,2159
2070,56392,27952,7361,9083,537
2444,86929,17616,1817,2460,2478
1233,67256,9862,4916,9925,1386
145,61715,24059,8487,1532,3229
2353,36546,23323,3070,1091,3954
1808,31136,21397,9828,2819,3860
3049,118128,20225,5806,2156,3163
4043,48135,18014,7842,5934,4736
4140,100497,22129,11568,9696,4798
4203,69312,29546,4675,5936,3975
4246,70355,19515,12593,5782,3349
1288,109756,15202,8861,7868,3877
110,45448,19640,3520,1883,2684
4846,73851,9570,3525,3704,3172
4820,110532,12709,14546,7441,1639
2791,69268,7946,6017,5059,4733
4424,67741,17811,7699,5318,2962
862,47135,8182,3635,3109,3732
461,30748,24870,6772,8072,3167
1105,112186,11564,7837,8618,747
744,115741,25890,13406,1389,1025
2411,116154,25462,6159,2648,4820
3793,72148,6907,1259,9957,1644
4994,52297,8991,3996,9539,962
443,93160,23031,9947,7015,3463
1834,69577,26160,8808,9521,4616
886,65945,7663,5101,4793,2478
3605,82372,13127,7454,7064,3900
4357,84681,6882,9257,2245,2463
4376,57406,21712,13269,3237,4850
3222,47086,9367,3778,3619,1685
152,39890,17462,2169,9396,802
1597,62968,15397,13316,8915,1276
1672,92057,26101,2666,1362,3759
1535,58374,17428,9851,1331,1123
1566,46195,10600,14187,8593,4356
951,77323,23550,5999,7987,1959
2915,108680,5381,12733,1421,3886
2493,66309,16784,1360,9954,979
1342,109576,20024,9021,3783,4730
732,102691,14625,6714,6290,1561
4334,105737,25528,7043,1248,787
539,33505,8881,8105,7324,4139
769,90444,13108,8752,1482,1643
2857,111645,17436,8522,6503,1923
3726,66927,15396,4797,5414,1157
2122,37080,11747,11265,9891,3585
1735,43407,23583,12553,6232,2239
4392,58313,24916,11310,4861,3016
14,118603,7729,13125,7706,2701
4708,102189,13787,4760,9314,1178
3675,92803,13038,14400,1749,3957
4491,75306,8910,9368,2597,3244
191,75094,8496,5040,9777,2853
2865,46452,16311,7170,7388,2148
4103,41383,12502,9128,9735,2179
1105,88453,8800,10504,6576,4466
2813,85472,13162,7983,3200,3241
652,33018,24020,13862,3703,1353
1381,32653,16262,4999,9206,1092
802,93568,7823,12239,8953,3906
4545,54916,6492,9722,9436,3452
2122,38612,24700,12747,3614,1519
1985,114195,28159,12697,2478,2084
4141,98957,25286,13780,9243,3114
1553,111535,15501,12609,5918,2371
2793,52313,9937,12842,3274,1590
2724,84917,28801,2261,3161,1126
2023,110007,20856,6256,4608,4707
4671,64855,18363,6282,1603,3678
1431,70585,25968,3886,5043,525
4189,57934,17052,5942,8254,3548
2514,54569,18683,8043,6369,1121
604,50253,11394,13580,4492,3985
327,84868,13172,6147,7754,1216
3839,56019,11457,9447,4134,3160
2776,37996,8296,14192,1814,2241
3640,60437,27168,8970,9723,3572
591,94802,12223,6871,1758,4233
1439,49771,20698,2778,1005,4964
3571,89167,16784,5760,9776,3274
851,80009,29548,5360,4676,2345
440,30131,17451,2980,2534,4737
2996,49299,10560,2587,2484,513
4424,108564,22358,12744,3266,3258
1666,64799,11276,9592,3414,1030
2909,64693,11224,7603,1560,3378
1258,64769,27877,14064,5459,3904
1545,34377,23054,4637,2318,937
1906,53019,12118,8300,3552,882
3680,56903,13184,8164,7320,1789
1816,41763,26555,10406,6418,3352
2277,35494,28021,2147,3860,2537
3317,41563,9805,6550,7720,4216
1451,63433,28145,8385,2077,2952
2048,59994,24187,13140,6439,1385
4840,118618,25200,3450,3526,3994
3545,92573,20308,8138,1721,3514
4907,48030,10133,4393,6801,4482
3635,108294,18696,12334,7053,4674
174,100043,19048,7357,2345,808
1099,91952,20560,10065,1745,1226
1123,84751,15404,6664,9124,3604
2561,31163,17848,9565,6599,3437
2043,98461,25463,2194,1877,2213
3779,53217,29459,7487,9325,4371
2177,54055,13773,4527,5813,1212
2422,109931,21243,14149,8764,1450
4332,109030,11262,4481,8309,1935
4838,59090,12818,13588,2347,2038
3773,67820,21114,6615,2364,3112
1693,42190,20028,8458,5261,2668
291,88168,24941,9016,8208,2697
3932,75963,28734,11341,5082,2700
1419,104460,7382,3057,2579,3551
1989,44212,27065,12304,6599,2170
568,83638,21614,3417,4419,3634
3039,70079,11454,1125,3017,3864
2346,86031,23267,3832,5017,2615
3144,88931,15103,5478,4037,724
2304,108484,11031,7470,1761,1346
309,62794,9176,9641,1598,4569
2139,119831,15147,5618,4743,3456
2197,114590,9483,2009,9608,4887
462,101163,26306,4778,4417,2761
4731,101446,6368,1941,7210,2083
3821,79278,7266,4603,3564,1470
4733,113399,22035,4980,9141,4472
646,76474,7110,5368,2082,1716
4614,54894,19775,9693,1587,2138
1397,48872,8098,13010,8183,2621
3269,75749,7755,2250,4658,3211
4286,42406,12548,8009,6580,1786
3875,100409,25432,11580,6913,3657
4175,110561,18559,3319,6026,557
1571,58671,22561,6910,8054,2184
816,101637,20381,7538,1780,3988
1906,117197,12749,4195,1170,1804
4168,46182,23940,3957,6019,2130
2091,68604,16876,7338,5224,4580
4899,91525,20009,14894,3727,4803
3205,93365,28178,8911,3108,1666
3871,65176,16127,10388,7616,912
1130,32839,14815,4274,3785,2118
2056,99990,12596,10248,1396,3277
1798,44214,23468,11450,9995,1239
3415,53938,23855,14100,9031,1418
2485,102950,26162,4048,4004,2748
689,93413,23769,12314,8764,4582
3464,64693,13157,2906,9846,4675
576,45457,14486,3939,8644,2003
4996,68862,17260,12670,9459,3727
3011,119553,5918,9732,2092,1327
3903,31976,20102,9709,2497,3731
4816,83781,9747,14222,8327,3373
4322,81234,14795,13420,5993,2117
3871,40921,27120,9615,4079,1685
2840,88507,26965,10049,3135,2184
3075,92563,22465,5177,2164,1009
4641,61709,13567,12028,3572,1194
2526,33444,12866,7458,5921,3779
3482,63526,29007,2752,5670,4516
2018,49478,11550,14203,1686,2568
3379,93332,14600,8447,9697,1746
3286,34379,23487,2666,2770,899
3102,46496,27019,2863,1073,3107
4515,81572,27300,5461,5901,787
3609,58868,29592,11605,1580,1903
1052,35283,5432,6212,9414,2677
4705,108716,25434,3118,1896,940
87,47205,5236,13613,3433,1768
3098,84916,5306,6626,4952,3012
4809,106173,27265,10541,8452,685
2440,75246,17720,12083,3169,4757
1278,80971,5023,8358,9924,3770
520,77596,26803,10262,2464,2948
387,55842,16501,2753,1822,4043
14,53015,14205,11328,9648,1979
4187,54395,22064,13050,3139,3562
3476,112195,6515,8139,5681,2960
3577,93090,22335,14538,9505,3078
4,57487,10407,10612,3649,1644
3070,55906,5414,7360,6089,4664
3291,40535,9848,12679,4879,1134
3660,111088,25895,14213,8053,1803
4892,80539,9971,12133,2489,1032
3939,99531,20145,5265,2664,2381
4312,53477,9985,2388,3532,3197
1603,60977,29353,14543,1655,1452
4800,107837,12650,9811,4718,3305
4827,118619,26754,12591,4982,1069
3974,43295,17964,10448,3674,3322
2543,93697,15639,13969,8444,3715
1643,72023,27905,4718,7209,1479
1490,118810,26841,7914,8866,4630
4059,74265,21833,6521,5015,4041
3234,68673,16127,2010,6976,3073
1696,81055,12328,11875,1200,3886
1387,33361,18137,1425,7611,4055
4793,88198,29667,13216,9329,3377
1198,106623,28012,7918,2075,2237
2286,58626,28970,8008,2748,2923
988,58388,17708,9408,2475,3381
3990,105643,20051,7313,7945,3203
2960,114918,24335,9801,5957,3035
1262,47725,24509,13645,4904,4067
4726,32455,28128,1185,1448,2900
1256,33792,16910,9916,1068,4949
588,57727,6537,14157,8096,4455
1541,74838,8168,10015,5908,4052
794,68632,10687,10959,8369,1478
3917,111733,21352,11169,8741,902
2021,118911,23279,13966,2190,3304
119,117816,12803,13081,2740,2014
1214,31308,13376,2184,4192,2047
614,46315,6456,13571,4892,893
4582,70857,6494,9375,9288,3130
4418,119717,10060,4608,7043,603
4235,39893,14479,4766,2076,2243
3474,108233,15065,10811,1008,921
3298,98749,6750,5326,1250,3677
1290,38438,15438,8635,9551,4276
2381,64992,27871,3435,3396,4890
224,98394,21557,1734,1123,775
4668,113287,9312,1157,8672,693
2824,58935,24661,10533,3077,4906
3015,107991,23405,6304,1595,1626
2641,79854,27082,4492,4086,4518
4905,105651,6396,4254,7964,749
987,80702,5173,8764,2744,3967
1024,85823,27605,2075,1022,3329
1544,113253,16586,6122,9517,4891
1273,93102,20913,14958,5972,737
1780,80950,28935,11053,9154,4220
1701,82607,16080,9190,1262,4509
3931,98901,19772,11821,2585,2836
2235,81779,7246,8841,1432,3084
4345,64852,28129,7751,9751,2265
3199,91986,24462,6135,7311,4417
3160,100509,24435,7373,3488,1642
3984,75427,26113,5999,6694,2666
1024,66194,6699,3964,7071,1614
3840,85989,19963,10080,1213,2719
826,46863,28052,14578,8023,1639
2737,57533,24475,14617,8921,4016
3407,115650,25168,9022,4478,2476
2775,85511,6844,6125,3797,2096
4633,119062,11397,2133,3391,1645
492,111546,17885,5238,6365,2127
1860,107740,24635,7026,6761,2358
2340,55275,21108,6786,8216,1745
592,65415,12520,13494,2950,1982
2735,51750,14942,7572,7823,2021
1493,67876,5892,9357,1847,869
948,64489,13406,7093,6502,3692
1576,98695,24813,12948,8476,3732
683,112253,18171,13681,5671,2285
629,38855,28129,9312,9736,1074
4689,96759,25028,3997,5153,4203
4483,98990,26723,13700,3111,4972
4748,74459,21989,12403,3172,3072
2241,76414,19672,11167,9571,2615
3755,57073,25798,7311,1065,2402
101,85511,21312,4155,6298,4579
1094,71900,23897,1420,1797,1656
2492,53199,12043,10921,6290,1585
3773,84526,22561,3835,1631,660
433,62272,17638,5363,4258,1258
537,67301,26565,3085,8101,3248
601,93957,22867,8069,9418,1329
1667,30005,24695,8470,8433,1348
2756,73226,25669,3385,9383,2476
319,60208,28697,10969,3799,4844
4942,53103,14737,3377,6725,2029
1863,104240,18953,13486,2149,2749
3733,41452,20419,3857,4003,3392
1528,43558,14688,13292,4545,4124
71,41008,17974,2455,1019,2177
444,71936,29648,10180,9624,4605
4695,81885,10358,14682,1999,4954
387,96156,27943,14182,3658,1799
1870,62315,15418,2890,3534,2671
4649,75610,22474,11674,5425,1129
2012,37595,14808,9841,2690,4863
2922,108373,19583,11020,8474,777
3352,93850,26186,3428,7328,1523
280,38785,6591,7209,9526,4671
771,101388,20458,13866,3553,1699
954,40134,10901,3317,3510,2217
4425,38814,13079,9238,7052,2480
1560,107576,13779,13652,8138,2090
2498,53687,14034,9048,2871,769
3447,34529,8649,8347,2604,4597
3368,66687,20116,3115,8143,3120
3548,97060,22949,8282,9980,1886
2441,69994,24993,8193,1641,1034
109,61497,7929,11446,8302,2108
4455,93627,5721,1072,8370,2898
956,112812,6804,14570,4106,3414
3361,38819,17611,4457,3989,963
3490,117243,5654,3022,5918,522
318,75213,13336,5085,5303,1188
341,92793,20109,11269,8742,4566
4445,60915,29068,8588,3389,4723
2075,90115,14888,10218,2612,1786
638,30552,27837,14832,8632,4360
4497,109718,25623,2543,4464,2582
4464,43149,18229,13808,7980,3034
2391,89849,22276,5496,9762,4696
3989,45155,9290,6783,6739,1236
3194,105813,23044,11228,6226,1840
3937,110212,18899,5749,6258,2877
4282,39785,9913,6045,1279,695
2367,50781,28720,1847,7215,2961
3003,41970,15968,13272,3670,2004
4690,98800,12350,10687,6857,2615
1566,104343,25304,1934,3153,3418
793,60319,14328,2395,8668,4524
3705,99763,22683,7574,7302,1370
2401,56207,7523,1538,6269,684
355,60290,6660,12611,5109,2189
4202,117209,12630,9262,3052,1712
3896,39136,9512,14793,4066,4145
4514,34980,6858,9447,8246,997
4018,119734,13329,11386,8772,2065
4738,76344,16752,1901,6886,2162
2253,86799,23137,9861,9968,717
565,102907,16048,2883,8545,1861
3454,81107,12335,9331,4448,4716
1303,95264,27661,3702,8313,2005
1751,32396,22568,11860,8822,2658
2591,32090,28311,10638,2555,2556
258,81975,19071,12110,6689,4817
1596,114449,22117,13095,4367,1296
1047,119464,23235,5159,1577,4550
2233,66941,11520,10486,6516,4219
2595,39251,13586,10059,3522,2751
4078,62126,10291,12074,6693,3000
3585,69727,23901,13800,1045,2808
